Fecha;Fuente;Autor
2025-11-21;Perfumarte;Adrian Pons

Categoría;Nombre;Importe;Divisa;URL;URL_Imagen
Mujer;Pétalos de Rosa Búlgara (CHC);12.2;€;https://www.perfumarte.com/tienda/perfume-de-mujer/petalos-de-rosa-bulgara-chc.html;https://www.perfumarte.com/tienda/6322-home_default/petalos-de-rosa-bulgara-chc.jpg
Mujer;Pétalos de Duraznero (CHR);12.2;€;https://www.perfumarte.com/tienda/florales/petalos-de-duraznero-chr.html;https://www.perfumarte.com/tienda/6066-home_default/petalos-de-duraznero-chr.jpg
Mujer;Lima cítrica (ASF);12.2;€;https://www.perfumarte.com/tienda/perfume-de-mujer/lima-citrica-asf.html;https://www.perfumarte.com/tienda/6074-home_default/lima-citrica-asf.jpg
Mujer;Pétalos afrutados (DJA);12.2;€;https://www.perfumarte.com/tienda/florales/petalos-afrutados-dja.html;https://www.perfumarte.com/tienda/6110-home_default/petalos-afrutados-dja.jpg
Mujer;Pétalos de Ambar Gris (DPP);12.2;€;https://www.perfumarte.com/tienda/florales/petalos-de-ambar-gris-dpp.html;https://www.perfumarte.com/tienda/4475-home_default/petalos-de-ambar-gris-dpp.jpg
Mujer;Pétalos de Jazmín (GUB);12.2;€;https://www.perfumarte.com/tienda/florales/petalos-de-jazmin-gub.html;https://www.perfumarte.com/tienda/6152-home_default/petalos-de-jazmin-gub.jpg
Mujer;Pétalos de Lys (IMP);12.2;€;https://www.perfumarte.com/tienda/florales/petalos-de-lys-imp.html;https://www.perfumarte.com/tienda/6156-home_default/petalos-de-lys-imp.jpg
Mujer;Agua Aromática (SYS);12.2;€;https://www.perfumarte.com/tienda/perfume-de-mujer/agua-aromatica-sys.html;https://www.perfumarte.com/tienda/6176-home_default/agua-aromatica-sys.jpg
Mujer;Pétalos blancos (CRP);12.2;€;https://www.perfumarte.com/tienda/perfume-de-mujer/petalos-blancos-crp.html;https://www.perfumarte.com/tienda/6138-home_default/petalos-blancos-crp.jpg
Mujer;Pétalos de Orquidia (SIG);12.2;€;https://www.perfumarte.com/tienda/perfume-de-mujer/petalos-de-orquidia-sig-.html;https://www.perfumarte.com/tienda/6514-home_default/petalos-de-orquidia-sig-.jpg
